Producto;CodBarraPrinc;Precio;Neto;PrecioPublico
AGUA OXIGENADA TABLADA 10 VOLX250ML GOT F.N.A.VII;7798021992161;818,2;1;1366,394
AGUA OXIGENADA TABLADA 30 VOL CR X 100 ML;7798021991393;683,23;1;1140,9941
AGUA OXIGENADA TABLADA 30 VOL HIERBA X 100 ML;7798021991409;711,4;1;1188,038
AGUA TERMAL AVENE X 150 ML;7798095410233;30393,96;1;50757,9132
AGUA TERMAL LA ROCHE X 150 ML;3433422404397;33651,7;1;56198,339
AGUJA ACCU-FINE PEN NEEDLE 32G 4 MM X 100;5907996099139;26539,63;1;44321,1821
AGUJA ACCU-FINE PEN NEEDLE 32G 6 MM X 100;5907996099238;26539,63;1;44321,1821
AGUJA NOVO FINE 30G X 100;7798058930570;39841,84;1;66535,8728
AGUJA NOVO FINE 32G 4 MM X 100;7798058931690;39841,84;1;66535,8728
AGUJA NOVO FINE 32G TIP X 100;7798058931140;39841,84;1;66535,8728
AGUJA TERUMO 16/5 25G CJ X 100;5413206005772;16765,69;1;27998,7023
AGUJA TERUMO 25/8 21G CJ X 100;5413206027675;18089,16;1;30208,8972
AGUJA TERUMO 40/8 21G 1 1/2 CJ X 100;5413206027798;17579,36;1;29357,5312
AIRCOSALM HFA AER X 200 DS;7793569485076;16824,8;0;16824,8
AIRCOSALM HFA AER X 250 DS;7793569485083;21133,32;0;21133,32
AIREAL 10 MG CPR REC X 30;7798129417139;42829,75;0;42829,75
AIREAL 10 MG CPR REC X 60;7798129417146;81717,28;0;81717,28
AIREAL 4 MG CPR MAST X 30;7798129416743;39535,45;0;39535,45
AIREAL 4 MG CPR MAST X 60;7795380002197;67139,74;0;67139,74
AIREAL 5 MG CPR MAST X 30;7795380002241;41666,81;0;41666,81
AIREAL 5 MG CPR MAST X 60;7798129416774;74356,47;0;74356,47
AIREAL PLUS CPR REC X 30;7798129417153;41508,01;0;41508,01
AIREAL PLUS CPR REC X 60;7798129418686;74153,59;0;74153,59
AJOLIP NATUFARMA CPR X 90;7795379100033;9534,4;1;15922,448
AJOMAST CPR X 60;7795334000125;20570;0;20570
AJOVY 225 MG/1,5 ML JER PRELL X 1;7795326010446;833036,09;0;833036,09
AKINETON CPR X 20;7790375000387;11593,96;0;11593,96
AKINETON TABL X 60;7790375000394;30943,07;0;30943,07
AKLIEF CR X 30 GR;3499320014823;89992,57;0;89992,57
ALACIR 30 MG CPR X 10;7791763338358;28371,7;0;28371,7
ALACIR 60 MG CPR X 30;7791763338365;86059,97;0;86059,97
ALAGIN DUO OV X 7;7791909229601;26705,49;0;26705,49
ALBICAR AMP X 5;7791909378804;44615,72;0;44615,72
ALBICAR SOL BEB FCO X 30;7791909379856;189964,57;0;189964,57
ALCANFOR DEER BLIST X 12 TABL X 4;7791914003005;50980,88;1;85138,0696
ALCANFOR DEER TAB X 128;7791914551384;62567,4;1;104487,558
ALCOHOL 70% EWE SPRAY X 200 ML;7797811098601;3625,35;1;6054,3345
ALCOHOL 70% EWE SPRAY X 75 ML;7797811098564;2371,71;1;3960,7557
ALCOHOL 70% M-F ENV X 1000 ML;7792378000159;2548,76;1;4256,4292
ALCOHOL 70% M-F ENV X 1000 ML PACK X 12;;30585,1;1;51077,117
ALCOHOL 70% M-F ENV X 500 ML;7792378000111;1414,64;1;2362,4488
ALCOHOL 70% M-F ENV X 500 ML PACK X 20;;28292,71;1;47248,8257
ALCOHOL 70% PORTA DESINF GATILLO X 500 ML;7790139101442;3796,92;1;6340,8564
ALCOHOL 70% PORTA DESINF GATILLO X 500ML PACK X12;;45563,04;1;76090,2768
ALCOHOL 70% PORTA HIDROALCOH EMOL X100ML;7790139100940;2095,76;1;3499,9192
ALCOHOL 70% PORTA SPRAY X 100 ML;7790139101053;1906,97;1;3184,6399
ALCOHOL 70% PORTA X 100 ML;7790139101190;1177,08;1;1965,7236
ALCOHOL 70% PORTA X 1000 ML;7790139101022;3395,63;1;5670,7021
ALCOHOL 70% PORTA X 1000 ML PACK X12;;40747,55;1;68048,4085
ALCOHOL 70% PORTA X 250 ML;7790139101411;1303,64;1;2177,0788
ALCOHOL 70% PORTA X 250 ML PACK X 15;;19554,59;1;32656,1653
ALCOHOL 70% PORTA X 500 ML;7790139101015;1982,31;1;3310,4577
ALCOHOL 70% PORTA X 500 ML PACK X 12;;23787,83;1;39725,6761
ALCOHOL DISMAR ETILICO X 1000 ML PCK X 8 F.N.A.;7798014069245;18748,8;1;31310,496
ALCOHOL DISMAR ETILICO X 500 ML PCK X 10 F.N.A.;7798014069238;13119,2;1;21909,064
ALCOHOL DISMAR PURO X 250 ML PCK X 10;7798014062444;5828;1;9732,76
ALCOHOL EN GEL GEZZI X 50 GR;7792369000250;1589,57;1;2654,5819
ALCOHOL EN GEL HIGIENIZADOR EWE C/BOMBA X 250 ML;7797811099950;4359,44;1;7280,2648
ALCOHOL EN GEL HIGIENIZADOR EWE C/BOMBA X 500 ML;7797811099967;6358,47;1;10618,6449
ALCOHOL EN GEL HIGIENIZADOR EWE X 100 ML;7797811099943;2484,66;1;4149,3822
ALCOHOL EN GEL HIGIENIZADOR EWE X 60 ML;7797811099929;1660,21;1;2772,5507
ALCOHOL M-F PURO 500 ML PCK X 20;;33637,11;1;56173,9737
ALCOHOL M-F PURO ENV X  250 ML;7792378000104;894,51;1;1493,8317
ALCOHOL M-F PURO ENV X  250 ML PACK X 20;;17890,22;1;29876,6674
ALCOHOL M-F PURO ENV X 1000 ML;7792378000074;3031,42;1;5062,4714
ALCOHOL M-F PURO ENV X 1000 ML PACK X 12;;36377,01;1;60749,6067
ALCOHOL M-F PURO ENV X 500 ML;7792378000012;1681,86;1;2808,7062
ALCOHOL PORTA PURO  X 500 ML;7790139003630;2365,2;1;3949,884
ALCOHOL PORTA PURO  X 500 ML PCK X 12;;28382,3;1;47398,441
ALCOHOL PORTA PURO X 1000 ML;7790139003623;4153,57;1;6936,4619
ALCOHOL PORTA PURO X 1000 ML PACK X 12;;49842,75;1;83237,3925
ALCOHOL PORTA PURO X 250 ML;7790139003616;1447,22;1;2416,8574
ALCOHOL PORTA PURO X 250 ML PCK X 15;;21708,26;1;36252,7942
ALCON ATROPINA 1% SOL OFT X 5 ML;7792086748541;20764;0;20764
ALCON AZARGA SUSP OFT X 5 ML;7795306412338;45296,62;0;45296,62
ALCON LAGRIMAS 2 SOL OFT X 15 ML;300651418460;11303,21;1;18876,3607
ALCON LAGRIMAS UNG OFT X 3,5 GR;5413895400124;19253,5;1;32153,345
ALCON MYDRIL 1% SOL X 5 ML;7792086057551;21071;0;21071
ALDACTONE A 100 MG CPR  X 30;7791824116154;49357,13;0;49357,13
ALDACTONE A 25 MG CPR X 20;7791824117908;30689,25;0;30689,25
ALDACTONE A 25 MG CPR X 30;7791824116147;41631,35;0;41631,35
ALDACTONE A 25 MG CPR X 60;7795381000123;75033,67;0;75033,67
ALDACTONE A 50 MG CPR X 30;7791824118042;64246,85;0;64246,85
ALDACTONE D 25/20 MG CPR X 30;7795381411240;55902,3;0;55902,3
ALDACTONE D 25/20 MG CPR X 60;7795381000727;86749,08;0;86749,08
ALDACTONE D 25/40 MG CPR X 30;7791824118141;55928,06;0;55928,06
ALDACTONE D 25/40 MG CPR X 60;7795381000734;83939,93;0;83939,93
ALDACTONE EP 25 MG CPR X 30;7795381000208;38200,63;0;38200,63
ALDACTONE EP 50 MG CPR X 30;7795381000215;55211,05;0;55211,05
ALDOMET 250 MG CPR X 30;7798333230050;37127,35;0;37127,35
ALDOMET 500 MG CPR X 30;7798333230074;42085,21;0;42085,21
ALELI CPR REC X 28;7792175008204;30465,37;0;30465,37
ALENATO 70 MG CPR X 4;7798129416392;18717,66;0;18717,66
ALENATO 70 MG CPR X 8;7798129416385;33776,96;0;33776,96
ALENTAL 20 MG CPR X 30;7795375601152;36178;0;36178
ALENTAL 20 MG CPR X 60;7795375600087;66896;0;66896
ALENTAL CPR X 20;7795375600063;22906;0;22906
ALENTAL CPR X 4;7795375600209;8742;0;8742
ALENTAL CPR X 40;7795375600070;46114;0;46114
ALENYS NASAL SPRAY X 120 DS;7798365530036;28680,51;0;28680,51
ALEPSAL CPR X 60 *PSICO*;7795349501150;32348,15;0;32348,15
ALERCAS 120 MG CPR X 10;7791909291233;11786,29;0;11786,29
ALERCAS 120 MG CPR X 30;7791909291318;32843,4;0;32843,4
ALERCAS 180 MG CPR X 10;7791909291424;22095,63;0;22095,63
ALERCAS 180 MG CPR X 30;7791909291493;49531,94;0;49531,94
ALERCAS 60 MG CPR X 10;7791909291011;7760,77;0;7760,77
ALERCAS CORT CPR X 20 (10+10);7791909291851;14727,62;0;14727,62
ALERCAS D CPR X 10;7791909291608;13983,91;0;13983,91
ALERCAS SUSP X 150 ML;7791909291554;18530,1;0;18530,1
ALERCAS SUSP X 90 ML;7791909291530;11011,21;0;11011,21
ALERFEDINE 120 MG CPR X 10;7795347900108;12063,37;0;12063,37
ALERFEDINE 120 MG CPR X 30;7795347900115;33381,55;0;33381,55
ALERFEDINE 180 MG CPR  X 10;7795347900146;21688,21;0;21688,21
ALERFEDINE 180 MG CPR  X 20;7795347900153;33663,83;0;33663,83
ALERFEDINE D CPR X 10;7795347900085;13731,18;0;13731,18
ALERFEDINE SUSP X 100 ML;7795347900979;12476,03;0;12476,03
ALERGIANO 10 MG CPR X 10;7791829019351;5794,58;0;5794,58
ALERGICAL 5 MG CPR X 10;7798129413957;16954,99;0;16954,99
ALERGICAL 5 MG CPR X 30;7798129413964;42471,82;0;42471,82
ALERGICAL GTS X 20 ML;7798129413971;25333,02;0;25333,02
ALERGITRAT C CAP BLANDAS X 10;7798006302480;8153,91;0;8153,91
ALERGITRAT C CAP BLANDAS X 100;7798006302497;57112,48;0;57112,48
ALERGITRAT CPR X 20;7798006300035;13479,72;0;13479,72
ALERGITRAT JAR X 120 ML;7798006300042;13479,72;0;13479,72
ALERGITRAT L CAP X 7;7798006302275;7340,59;0;7340,59
ALERGITRAT L CAP X 70;7798006302343;48748,78;0;48748,78
ALERGITRAT L CPR X 10;7798006302022;6372,64;0;6372,64
ALERGITRAT L CPR X 100;7798006302046;24808,63;0;24808,63
ALERGITRAT L CPR X 30;7798006302039;16971,63;0;16971,63
ALERMINA 10 MG CAP X 10;7798140257974;6948,17;0;6948,17
ALERMUC 10 MG CPR X 10;7791984999598;7206,83;0;7206,83
ALERMUC 10 MG CPR X 30;7791984999604;12182,51;0;12182,51
ALERNIX 24 RAP ACCION CAP X 10;7796285271749;9146,29;0;9146,29
ALERNIX 24 RAP ACCION CAP X 20;7796285278748;18289,42;0;18289,42
ALERNIX 24 RAP ACCION CAP X 5 EXP X 10;7796285278755;45724,53;0;45724,53
ALERNIX ADVANCE SPRAY NASAL X 120 DS;7796285297466;14606,65;0;14606,65
ALERNIX CORT PLUS SPRAY NASAL X 60 DS;7796285300593;14200;0;14200
ALERNIX CORT SPRAY NASAL X 60 DS;7796285277826;7058,89;0;7058,89
ALERNIX SPRAY NASAL X 10 ML;7796285277154;11417,46;0;11417,46
ALERPRIV 10 MG CPR X 10;7795378000013;10253,05;0;10253,05
ALERPRIV 10 MG CPR X 30;7795378000020;24781,47;0;24781,47
ALERPRIV D CPR X 10;7795378001584;10865,64;0;10865,64
ALERPRIV D JAR X 50 ML;7795378000822;7668,09;0;7668,09
ALERPRIV JAR X 60 ML;7795378000037;7921,88;0;7921,88
ALERTIAL 120 MG CPR X 10;7795338002842;8928,3;0;8928,3
ALERTIAL 180 MG CPR X 10;7795338018713;21956,24;0;21956,24
ALERVITAN CPR REC X 30;7795378006305;40439,65;0;40439,65
ALFA BASE 8 CR X 60 GR;7795373010116;18213,9;1;30417,213
ALFACORT 1% CR X 30;7795373010123;12850;0;12850
ALFACORT 1% EMU X 100;7795373010161;39560;0;39560
ALFACORT 1% EMU X 15;7795373013230;11900;0;11900
ALFACORT UNG OFT X 5 GR;7795373011342;22620;0;22620
ALFADIMAN 300 MG CPR X 100;7795347900610;46906,47;0;46906,47
ALFADIMAN 300 MG CPR X 30;7795347901051;15242,19;0;15242,19
ALFAMINO LATA X 400 GR;8445290953681;234372,58;1;391402,2086
ALFARE LATA X 400 GR;7613036064590;181625,56;1;303314,6852
ALFAXIN 100 MG CPR X 30;7790375003227;67165,85;0;67165,85
ALFAXIN 50 MG CPR X 30;7790375003210;39360,92;0;39360,92
ALGICLER CPR X 10;7795334402219;8920;0;8920
ALGICLER FLEX CPR X 15;7795334579218;17300;0;17300
ALGICLER GEL X 50 GR;7795334976918;13820;0;13820
ALGICUR 25 MG CPR X 20;7791909404015;18466,43;0;18466,43
ALGICUR 25 MG CPR X 40;7791909404039;30977,91;0;30977,91
ALGICUR GEL X 50 GR;7791909404138;13811,35;0;13811,35
ALGINOPROX 500 MG CPR X 10;7798113690272;16900;0;16900
ALGISPRAY AER X 187 GR/150 ML;7791909401182;23098,82;1;38575,0294
ALGISTOP 10 MG CPR X 15;7790839000557;5390;0;5390
ALIDASE 500 CPR X 10;7792175000888;17305,11;0;17305,11
ALIDASE 500 CPR X 40;7792175000895;59526,61;0;59526,61
ALIDASE CPR X 10;7792175000147;9389,68;0;9389,68
ALIDIAL CPR X 10;7798129416446;10442,25;0;10442,25
ALIDIAL CPR X 30;7798129416453;19297,96;0;19297,96
ALIDIAL CPR X 30 PACK X 10;7798129416460;179817,28;0;179817,28
ALIDIAL GTS X 20 ML;7798129416484;10644,04;0;10644,04
ALIDIAL L CPR X 10;7798129418167;10242,27;0;10242,27
ALIDIAL L CPR X 30;7798129418174;26154,96;0;26154,96
ALIDIAL L GTS X 20 ML;7798129418150;27531,73;0;27531,73
ALIKAL LIMON SOB X 30;7794640170874;27900;0;27900
ALIKAL NARANJA SOB X 30;7794640170867;27900;0;27900
ALIKAL SOB X 30;7794640170850;27900;0;27900
ALIN 10 MG CPR X 30;7795347972051;21916,94;0;21916,94
ALIPAS CPR X 30;7792175008013;23130,97;0;23130,97
ALIPAS DUO 10/10 CPR X 30;7792175007924;29273,28;0;29273,28
ALIPAS DUO 10/20 CPR X 30;7792175007948;29156,17;0;29156,17
ALIPAS DUO 10/40 CPR X 30;7792175007962;51807,47;0;51807,47
ALIVIAFLEB 500 MG CPR X 30;7798050063252;32441,7;0;32441,7
ALIVIAFLEB 500 MG CPR X 60;7798050063368;59986,97;0;59986,97
ALIVIALUX GEL OFT X 10 GR;7798050061609;21076,78;0;21076,78
ALIVIAMAX 0,5% SOL OFT X 10 ML;7798050063535;17088,46;0;17088,46
ALIVIAMAX 1% SOL OFT X 10 ML;7798050063542;19294,49;0;19294,49
ALIVIAPRES SOL OFT X 5 ML;7798050061470;49379,42;0;49379,42
ALIVIATOS SOL X 120 ML;7798050061746;11136,06;0;11136,06
ALKET SOL OFT X 5 ML;7795368054729;37260;0;37260
ALLEGRA 180 MG RECUB CPR X 10;7798389330131;20960;0;20960
ALLEGRA 30 MG SUSP X 150 ML;7798389330148;17465;0;17465
ALLEGRA VL 120 MG RECUB CPR X 10;3664798051711;8973;0;8973
ALLEGRA VL 120 MG RECUB CPR X 30;3664798056037;21966,99;0;21966,99
ALLEGRA VL 60 MG CPR X 20;3664798065237;9089,79;0;9089,79
ALLERHIT SPRAY NASAL X 10 ML;7798024570809;9890;0;9890
ALLERPLUS 10 MG CPR X 10;7792369338568;6999;0;6999
ALLOPURINOL CRAVERI 100 MG CPR X 30;7792234000965;11050;0;11050
ALLOPURINOL CRAVERI 100 MG CPR X 60;7792234000972;20814;0;20814
ALLOPURINOL CRAVERI 300 CPR X 20;7792234006202;19577;0;19577
ALLOPURINOL CRAVERI 300 CPR X 40;7792234006400;33351;0;33351
ALLOPURINOL CRAVERI 300 MG CPR X 30;7792234000651;25516;0;25516
ALLOPURINOL CRAVERI 300 MG CPR X 60;7792234000668;47189;0;47189
ALLOPURINOL CRAVERI RET 300 MG CPR X 20;7792234892096;20009;0;20009
ALLOPURINOL CRAVERI RET 300 MG CPR X 50;7792234892102;45112;0;45112
ALLOPURINOL GADOR 100 MG CPR X 30;7792183488326;12263,96;0;12263,96
ALLOPURINOL GADOR 100 MG CPR X 60;7792183488333;23100,73;0;23100,73
ALLOPURINOL GADOR 300 MG CPR X 30;7792183488340;28163,87;0;28163,87
ALLOPURINOL GADOR 300 MG CPR X 60;7792183488357;52367,81;0;52367,81
ALLOPURINOL HOUDE 300 MG CPR X 30;7795349501167;16424,1;0;16424,1
ALMAXIMO 100 MG CPR MAST X 2;7798032937847;11021,8;0;11021,8
ALMAXIMO 100 MG CPR MAST X 20;7798032937830;110218,03;0;110218,03
ALMAXIMO 100 MG CPR X 2;7798032936154;9919,64;0;9919,64
ALMAXIMO 100 MG CPR X 20;7798032937366;99196,25;0;99196,25
ALMAXIMO 36 20 MG CPR X 2;7798032935843;23071,78;0;23071,78
ALMAXIMO 36 20 MG CPR X 20;7798032939216;230717,77;0;230717,77
ALMAXIMO 36 20 MG CPR X 8;7798032935836;104196,12;0;104196,12
ALMAXIMO 36 5 MG CPR X 30;7798032936222;95663,37;0;95663,37
ALMAXIMO 50 MG CPR MAST X 2;7798032936161;7573,56;0;7573,56
ALMAXIMO 50 MG CPR MAST X 20;7798032937373;75735,63;0;75735,63
ALMAXIMO 50 MG CPR X 2;7798032936147;7573,56;0;7573,56
ALMAXIMO 50 MG CPR X 20;7798032937359;75735,63;0;75735,63
ALMAXIMO INTIMO GEL X 50 GR;7798032939285;2944,63;1;4917,5321
ALOEBEL EMUL X 200 ML;7794428011368;15615,91;1;26078,5697
ALOEBEL FACIAL LIPMALBEX CR X 30 ML;7794428300172;30894,87;1;51594,4329
ALOEBEL FACIAL REDENSIFICANTE CR X 30 ML;7794428004728;30894,87;1;51594,4329
ALOEBEL LIP BALM LABIAL X 3,5 GR;7794428312830;5303,1;1;8856,177
ALOEBEL RETIN OIL FCO X 15 ML;7794428312489;30894,87;1;51594,4329
ALOEBEL UREA 10% EMUL X 200 GR;7794428312458;25540,72;1;42653,0024
ALOSOL SOL OFT X 10 ML;7798137190352;13000;0;13000
ALPERTAN 160 MG CPR REC X 14;7798084684164;21684,23;0;21684,23
ALPERTAN 160 MG CPR REC X 28;7798084684171;41543,17;0;41543,17
ALPERTAN 320 MG CPR REC X 28;7798084683655;44043,72;0;44043,72
ALPERTAN 80 MG CPR REC X 14;7798084684140;17209,99;0;17209,99
ALPERTAN 80 MG CPR REC X 28;7798084684157;32021,95;0;32021,95
ALPERTAN D 160/12,5 MG CPR REC X 28;7798084685222;41526,8;0;41526,8
ALPERTAN D 320/12,5 MG CPR REC X 28;7798084685475;57188,9;0;57188,9
ALPERTAN D 320/25 MG CPR REC X 28;7798084685482;57198,1;0;57198,1
ALPERTAN D 80/12,5 MG CPR REC X 28;7798084685215;37249,7;0;37249,7
ALPHAGAN P SOL OFT X 5 ML;8054083026312;53545,57;0;53545,57
ALPHAGAN SOL OFT X 5;8054083025964;48141,77;0;48141,77
ALPLAX  0,25 MG CPR X 30;7792183002331;5777,46;0;5777,46
ALPLAX  0,25 MG CPR X 60;7792183002348;10509,28;0;10509,28
ALPLAX  0.50 MG CPR X 30;7792183180923;9680,07;0;9680,07
ALPLAX  0.50 MG CPR X 60;7792183180930;17699,76;0;17699,76
ALPLAX  1 MG CPR  X 30;7792183180947;14395,69;0;14395,69
ALPLAX  1 MG CPR X 60;7792183180954;28351,3;0;28351,3
ALPLAX  2 MG CPR X 30;7792183180701;22169,74;0;22169,74
ALPLAX  2 MG CPR X 60;7792183486957;43897,15;0;43897,15
ALPLAX  DIGEST CPR  X 30;7792183180978;14182,96;0;14182,96
ALPLAX  DIGEST CPR X 60;7792183180985;27691,13;0;27691,13
ALPLAX  NET CPR X 30;7792183002904;20494,3;0;20494,3
ALPRAZOL 0,5 MG CPR X 30;7791909211248;8367,72;0;8367,72
ALPRAZOL 0,5 MG CPR X 60;7791909211286;15774,73;0;15774,73
ALPRAZOL 1 MG CPR X 30;7791909211316;12928,89;0;12928,89
ALPRAZOL 1 MG CPR X 60;7791909211378;25618,09;0;25618,09
ALPRAZOL 2 MG CPR X 30;7791909211484;20079,45;0;20079,45
ALPRAZOL 2 MG CPR X 60;7791909211514;39158,23;0;39158,23
ALPRAZOLAM DF 0,5 MG CPR X 60;7798050060688;13236,73;0;13236,73
ALPRAZOLAM DF 1 MG CPR X 60;7798050060633;23613,53;0;23613,53
ALPRAZOLAM DF 2 MG CPR X 60;7798050061500;35138,72;0;35138,72
ALPRAZOLAM MICROSULES 0,5 MG CPR X 60;7791829004722;15403,58;0;15403,58
ALPRAZOLAM MICROSULES 1 MG CPR X 30;7791829004739;12518,14;0;12518,14
ALPRAZOLAM MICROSULES 1 MG CPR X 60;7791829004746;25206,55;0;25206,55
ALPRAZOLAM MICROSULES 2 MG CPR X 30;7791829004753;19420,28;0;19420,28
ALPROSTADIL RICHET 0,5 MG AMP X 1;7795336292658;420148,06;0;420148,06
ALTERNA PEPTIDO RTH LIQ X 1000;8710428013675;67761,57;1;113161,8219
ALTERPURE 25 MG X 7 FCO AMP;7798016922654;266598,3;0;266598,3
ALUDROX II EXH CPR MAST X 3 BLIST X 50;7798113693518;110000;0;110000
ALUMPAK BARRA DESOD X 42 GR;7798129417771;11174,54;1;18661,4818
ALUMPAK LOC X 30 ML;7798129415548;27610,33;0;27610,33
ALUMPAK ROLL-ON ANTITR. X 50 ML;7798129417788;11174,54;1;18661,4818
ALVERIN CAP X 20;7792234237200;31930;0;31930
ALVERIN CAP X 30;7792234237309;46108;0;46108
ALVERIN CAP X 60;7792234237606;73676;0;73676
ALVETIDE 184/22 MCG CAP P/INH X 30;7796285288914;109156;0;109156
ALVETIDE 92/22 MCG CAP P/INH X 30;7796285288921;107381,11;0;107381,11
ALZATEN GTS X 20 ML;7795349010010;34161,59;0;34161,59
ALZEPRAL 20 MG CAP X 14;7795347901068;16440,8;0;16440,8
ALZEPRAL 20 MG CAP X 28;7795347900009;28089,14;0;28089,14
ALZEPRAL 40 MG CAP X 28;7795347900016;49429,72;0;49429,72
AMAPOLI CPR REC X 28;7792175009423;35059,21;0;35059,21
AMBISOME INY LIOF 50 MG X 1;7792183100082;563697,44;0;563697,44
AMBRIL JAR X 120 ML;7791848271839;22261,24;0;22261,24
AMIKACINA RICHET 500 MG FCO AMP X 1;7795336247542;40638,05;0;40638,05
AMINOACIDO TEINGRO CREATINA CAP X 120;76625275369;19430,08;1;32448,2336
AMINOACIDO TEINGRO INMUNOLOGICO CAP X 60;7796112600674;11723,63;1;19578,4621
AMINOACIDO TEINGRO MEGA ANTIOX CAP X 60;736684275273;10821,81;1;18072,4227
AMINOACIDO TEINGRO QUEMAGRASAS CAP X 60;7796112600636;12379,5;1;20673,765
AMINOACIDO TEINGRO REDUCER CAP X 60;7796112600612;12608,49;1;21056,1783
AMINOCREM EMUL DAY&NIGHT POMO X 2 X 30GR;7798032938844;25333,31;1;42306,6277
AMINOCREM EMUL NIGHT X 2 X 30 GR;7795354033103;24541,4;1;40984,138
AMINOCREM EMUL X 2 X 30 GR;7795354820062;25333,31;1;42306,6277
AMINOCREM GM GEL X 30 GR X 2;7795354000204;25333,31;1;42306,6277
AMINOCREM PEELING POMO X2 X30GR(GM+EMUL;7798032938851;25333,31;1;42306,6277
AMINOCUP MUJER CPR X 30;7798028623907;9244,34;1;15438,0478
AMINOFLEX 500 MG CAP X 60;7796112600193;10247,93;1;17114,0431
AMINOGLU GLUTAMINA PURA MICRON X 300 GRS;7798008191600;25323,77;1;42290,6959
AMINOMED LATA X 400 GR;5060943222568;272016,27;1;454267,1709
AMINOMUX 30 MG LIOF AMP X 1;7792183487077;25196,74;0;25196,74
AMINOMUX 90 MG LIOF AMP X 1;7792183487084;65352,91;0;65352,91
AMINOTERAPIA ADVANCED CPR X 30;7791763338228;29939,09;1;49998,2803
AMINOTERAPIA ADVANCED CPR X 60;7791763338235;54408,55;1;90862,2785
AMINOTERAPIA ADVANCED SHA X 200 ML;7791763338440;27264,04;1;45530,9468
AMINOTERAPIA CPR EFERV X 30;7791763338051;104638,02;0;104638,02
AMINOTERAPIA CPR X 120;7791763001184;86950,11;0;86950,11
AMINOTERAPIA CPR X 30;7791763000873;38355,2;0;38355,2
AMINOTERAPIA CPR X 90;7791763000880;87118,41;0;87118,41
AMIPTRIL 25 MG CPR X 30;7798118060315;22390,58;0;22390,58
AMIPTRIL 75 MG CPR X 30;7798118060322;39964,52;0;39964,52
AMIXEN  500 MG CPR X  8;7792175000987;6223,41;0;6223,41
AMIXEN  500 MG CPR X 16;7792175000994;10104,35;0;10104,35
AMIXEN  750 MG CPR X 16;7792175000970;20005,21;0;20005,21
AMIXEN 1 GR CPR X 16;7792175011082;25149,58;0;25149,58
AMIXEN 500 MG CPR X 21;7792175007726;11626,22;0;11626,22
AMIXEN 500 MG/5 ML SUSP X 120 ML;7792175000420;15915,97;0;15915,97
AMIXEN 500 MG/5 ML SUSP X 90 ML;7792175011518;11775,12;0;11775,12
AMIXEN 750 MG/5 ML SUSP X 120 ML;7792175011501;17588,51;0;17588,51
AMIXEN 750 MG/5 ML SUSP X 70 ML;7792175000390;13225,05;0;13225,05
AMIXEN CLAV 400/57 MG SUSP X 70 ML;7792175011532;20308,82;0;20308,82
AMIXEN CLAVUL 1 GR CPR REC X 14;7792175007542;32546,73;0;32546,73
AMIXEN CLAVUL 400/57 MG SUSP X 140 ML;7792175011525;32004,18;0;32004,18
AMIXEN CLAVUL CPR REC X 16;7792175007535;35081,07;0;35081,07
AMIXEN CLAVUL CPR REC X 8;7792175007528;18151,9;0;18151,9
AMIXEN DUO 875 MG CPR X 14;7792175008211;16371,14;0;16371,14
AMIXEN PLUS CPR X 16;7792175001137;30095,91;0;30095,91
AMIXEN PLUS CPR X 8;7792175001120;19223,52;0;19223,52
AMLOC 10 MG TAB X 20;7795381012249;27759,31;0;27759,31
AMLOC 10 MG TAB X 30;6091403225200;44827,29;0;44827,29
AMLOC 10 MG TAB X 60;6091403225217;77984,02;0;77984,02
AMLOC 5 MG TAB X 30;6091403225231;25301,84;0;25301,84
AMLOC 5 MG TAB X 60;6091403225248;44021,37;0;44021,37
AMLODICORD 10 MG CPR X 30;7798113701404;28958,26;0;28958,26
AMLODICORD 10 MG CPR X 60;7798113701459;56384,47;0;56384,47
AMLODICORD 5 MG CPR X 30;7798113701305;16266,69;0;16266,69
AMLODICORD 5 MG CPR X 60;7798113701350;31017,17;0;31017,17
AMLODIPINA RICHET 10 MG CPR X 30;7795336291323;24680,44;0;24680,44
AMLODIPINA RICHET 10 MG CPR X 60;7795336295918;58271,37;0;58271,37
AMLODIPINA RICHET 5 MG CPR X 30;7795336291309;14625;0;14625
AMLODIPINA RICHET 5 MG CPR X 60;7795336295901;31360,16;0;31360,16
AMLODIPINA VANNIER 10 MG CPR X 30;7795372000705;27515,84;0;27515,84
AMLODIPINA VANNIER 5 MG CPR X 30;7795372000699;15545,52;0;15545,52
AMLODISANE 5 MG CPR X 30;7797416013115;18048,5;0;18048,5
AMLOPAW 10 MG CPR X 30;7798118060223;27783,61;0;27783,61
AMLOPAW 10 MG CPR X 50;7798118060261;52841,1;0;52841,1
AMLOPAW 5 MG CPR X 30;7798118060209;15950,55;0;15950,55
AMLOPAW 5 MG CPR X 60;7798118060216;32993,06;0;32993,06
AMOCLAV DUO 400 MG SUSP X 140 ML;7791909113047;33584,9;0;33584,9
AMOCLAV DUO 400 MG SUSP X 70 ML;7791909113023;21974,97;0;21974,97
AMOCLAV DUO 875 MG CPR X 14;7791909112866;33532,67;0;33532,67
AMOCLAV SE SUSP X 140 ML;7791909113405;32990,97;0;32990,97
AMODORMIN 50 MG CPR X 10;7798113691286;8800;0;8800
AMOXI MAR 250 SUSP X 105 ML;7798074620134;10350;0;10350
